##id	name	Amused	Disappointed	Indignant	Satisfied	Worried
3001204	baduan	0.03	0.06	0.53	0.31	0.06
7999576	Frenzis78	0.07	0.02	0.43	0.45	0.01
3141262	Lettore_3141262	0.09	0.08	0.7	0.06	0.04
1806282	Lettore_1806282	0.04	0.08	0.65	0.17	0.04
8734804	zorro1946	0.16	0.06	0.47	0.13	0.15
2761874	bikevintage	0.25	0.15	0.25	0.25	0.1
2485427	gerizzo	0.05	0.03	0.3	0.51	0.09
9029532	ciuktime	0.25	0.25	0.33	0.08	0.08
2575650	Lettore_2575650	0.27	0.11	0.22	0.33	0.05
9045914	cabernet56	0.2	0.4	0	0.2	0.2
5459991	treleone	0.5	0	0	0	0.5
9405304	cercodinformarmi	0.16	0.16	0.32	0.24	0.12
3671304	Lettore_3671304	0.04	0.09	0.46	0.34	0.04
1861974	pacace	0.28	0.19	0.18	0.26	0.06
2059031	giubel	0.18	0.02	0.61	0.11	0.06
10214991	jonathan_71	0.04	0.04	0.3	0.36	0.23
9329549	GreedMP	0.06	0.15	0.36	0.23	0.17
9856045	Lettore_9856045	0.33	0.16	0.16	0.16	0.16
2792677	Lettore_2792677	0.27	0.1	0.04	0.48	0.08
9022107	Gax80	0.11	0.33	0.18	0.29	0.07
10041558	italianoperforza	0.33	0.02	0.5	0.02	0.11
9889647	Linus72	0.04	0.1	0.32	0.47	0.04
5712127	MicZip	0.15	0.35	0.3	0.1	0.1
1478098	cumgranosalis	0.15	0.09	0.39	0.17	0.18
5279193	GUIDOLAGOLF	0.01	0.27	0.37	0.25	0.08
3603973	Marcothunder	0.1	0.15	0.28	0.38	0.07
2101380	Lettore_2101380	0.2	0.06	0.4	0.26	0.06
8266316	marcoBa	0.07	0.17	0.35	0.31	0.08
2772106	Clamil	0.06	0.09	0.58	0.13	0.11
2840958	Lettore_2840958	0.5	0	0	0	0.5
5807402	orlandogiulio	0.12	0.01	0.52	0.3	0.02
9742780	igor1967	0.19	0.07	0.14	0.55	0.03
5569898	bonovox70	0.04	0.01	0.68	0.2	0.05
9280624	culappis	0.37	0.25	0	0.12	0.25
3499202	Lettore_3499202	0.3	0.37	0.15	0.15	0.02
2286484	Lettore_2286484	0.26	0.18	0.26	0.16	0.11
1880357	jolly0202	0.07	0.1	0.34	0.42	0.05
1769828	winglet	0.11	0	0.17	0.41	0.29
2838629	Lettore_2838629	0.06	0	0.17	0.65	0.1
8971531	KK_67	0.03	0.26	0.26	0.23	0.19
5431485	leosta	0.05	0.08	0.64	0.18	0.02
9906906	23996301	0.17	0.29	0.11	0.11	0.29
1136988	Lettore_1136988	0.04	0.1	0.53	0.21	0.1
9295146	Lettore_9295146	0.04	0.04	0.52	0.28	0.09
2803816	etabetanos	0.06	0.08	0.6	0.13	0.09
9382662	massimo60	0.03	0.03	0.67	0.22	0.03
2908996	qwepoiru	0.45	0.07	0.12	0.29	0.05
5228187	Lettore_5228187	0.02	0.38	0.15	0.2	0.23
1942111	sardolo	0.11	0.15	0.49	0.11	0.12
9764248	Massimo220641	0.2	0	0.2	0.2	0.4
328746	shout	0.07	0.12	0.22	0.43	0.13
2801371	Lettore_2801371	0.09	0.09	0.33	0.33	0.14
2073844	Motion	0.24	0.13	0.28	0.19	0.14
5173709	zammuh	0.07	0.02	0.68	0.13	0.07
1776662	lettore77	0.05	0.02	0.28	0.47	0.15
8665608	Sidney-bz	0.06	0.2	0.3	0.32	0.09
9234027	gdinogaret	0.06	0.03	0.55	0.2	0.13
8729310	Lettore_8729310	0.14	0.18	0.35	0.15	0.15
9047896	Lettore_9047896	0.08	0.1	0.13	0.41	0.26
5657540	Lettore_5657540	0.21	0.12	0.43	0.19	0.03
5087728	Lettore_5087728	0.15	0.12	0.36	0.27	0.08
5822265	rosanna71	0.08	0.16	0.38	0.12	0.24
5271866	Lettore_5271866	0.03	0.12	0.54	0.21	0.08
7989600	SUBLIME	0.28	0.18	0.12	0.31	0.08
8822250	cicciobellissimo	0.2	0.14	0.11	0.29	0.23
290118	Lettore_290118	0.3	0.15	0.05	0.2	0.3
10286339	cittadinoitaliano79	0.05	0.17	0.41	0.17	0.17
1021709	Lettore_1021709	0.08	0.09	0.37	0.41	0.04
9237286	ilrezzonico	0.12	0.12	0.2	0.44	0.12
129924	pepperus	0.05	0.13	0.5	0.27	0.03
487919	wolfe	0.12	0.08	0.38	0.36	0.04
5094674	thelawyer	0.08	0.25	0.22	0.23	0.19
732765	YumRum	0.14	0.36	0.19	0.25	0.04
9002177	capser53	0.03	0.03	0.74	0.14	0.04
8879582	lenamare	0.06	0.02	0.69	0.15	0.05
5546895	giorgio.bottoni	0.01	0.02	0.42	0.46	0.06
3654040	Lettore_3654040	0.02	0.15	0.58	0.21	0.02
2606316	Bartox	0.27	0.12	0.39	0.09	0.12
3418352	BangTheBank	0.2	0.15	0.47	0.1	0.07
2847534	ARNY41	0.36	0.17	0.16	0.23	0.06
273702	Giorgio72	0.21	0.28	0.29	0.15	0.04
9124424	Lettore_9124424	0.26	0.05	0.23	0.25	0.18
10120698	WebMichi	0.11	0.49	0.22	0.09	0.07
2681848	Lettore_2681848	0.16	0.38	0.18	0.23	0.03
2939274	Lettore_2939274	0.15	0.09	0.43	0.2	0.1
9909754	Maltodestrina	0.16	0	0.66	0	0.16
5277181	Lettore_5277181	0.05	0.36	0.36	0.15	0.05
9084343	Lanfranch	0.15	0.2	0.19	0.37	0.07
5673921	Lettore_2151639	0.15	0.06	0.39	0.31	0.06
2359904	giangiotto	0.11	0.07	0.41	0.33	0.06
3588616	pfiglioli233	0.16	0.16	0.27	0.13	0.25
1703029	Lettore_1703029	0.03	0.39	0.27	0.12	0.18
5257300	settesette	0.1	0.16	0.36	0.32	0.04
1892392	Sharpe24	0.06	0.06	0.5	0.34	0.01
5228752	flaccido	0.09	0.14	0.3	0.33	0.12
9143100	cam1905	0.03	0.1	0.57	0.19	0.08
1725295	zogo	0.88	0.07	0.02	0	0.01
2930878	dcgiorgio	0.02	0.05	0.17	0.7	0.03
5829120	Lettore_5829120	0.13	0.1	0.37	0.36	0.02
1148237	lucas2	0.16	0.14	0.27	0.39	0.03
2739249	Celloch	0.5	0	0	0	0.5
2305089	6come6	0.06	0.03	0.65	0.13	0.1
9973877	madagascarten	0.15	0.45	0.12	0.12	0.15
9354001	Morelight	0.07	0.33	0.29	0.22	0.07
9799294	tonyvi	0.33	0	0.33	0	0.33
3692427	falco2	0.06	0.15	0.6	0.16	0.01
8223741	tredispade	0.14	0.14	0.57	0	0.14
9084632	pannikis	0.04	0.35	0.2	0.18	0.21
5556777	Lettore_2133825	0.04	0.13	0.31	0.44	0.05
8368199	Brush88	0.13	0.06	0.56	0.15	0.08
2566915	francoenrico	0.19	0.3	0.06	0.26	0.17
2485697	jeroen73	0.12	0.32	0.06	0.38	0.09
9045209	LOCAN	0.09	0.06	0.63	0.16	0.04
10458750	mauguerri	0.11	0.11	0.33	0.11	0.33
8825708	giusinas	0.15	0.07	0.31	0.35	0.09
9067166	darioanz	0.1	0.13	0.21	0.47	0.06
2522707	flavio-dk	0.12	0	0.12	0.37	0.37
9617605	Lettore_9617605	0.05	0.01	0.66	0.21	0.04
9887699	Awi70	0.12	0	0.12	0.5	0.25
2989875	myopinion	0.08	0.25	0.25	0.33	0.08
2930026	Lettore_2930026	0.2	0.1	0.4	0	0.3
1998543	AndreaL.	0.12	0.3	0.22	0.23	0.11
5339958	gimbu1	0.12	0.08	0.18	0.51	0.11
8678800	Lettore_8678800	0.02	0.04	0.59	0.28	0.04
9697775	Lettore_9697775	0.06	0.06	0.31	0.41	0.13
9560320	Toni45	0.25	0	0.25	0	0.5
5830640	deughis	0.33	0.06	0.1	0.11	0.38
2363755	thegate	0.37	0.11	0.28	0.2	0.02
1806219	Lettore_1806219	0.02	0.08	0.61	0.23	0.02
1849364	emoliman	0.01	0.04	0.8	0.08	0.03
9764333	Lettore_9764333	0.06	0	0.62	0.18	0.12
3017688	foscolini	0.14	0.06	0.36	0.33	0.09
8653554	ffrosini	0.02	0.11	0.69	0.11	0.05
9202961	Maccupazzu	0.12	0.28	0.5	0.08	0.02
153869	Lettore_153869	0.05	0.1	0.42	0.32	0.08
93864	Lettore_93864	0.13	0.05	0.19	0.26	0.34
2106122	corrumannu	0.1	0.57	0.05	0.21	0.05
10115278	Utente12	0.15	0.1	0.54	0.06	0.12
1814468	argentobromuro	0.09	0.06	0.53	0.25	0.05
9512654	Lettore_9512654	0.06	0.12	0.43	0.18	0.18
9429133	Lettore_9429133	0.1	0.1	0.59	0.16	0.02
9335524	capemale	0.11	0.03	0.67	0.13	0.03
6011324	ssigma	0.05	0.05	0.6	0	0.3
2404959	TrentinoTirolese	0.5	0	0	0	0.5
7961176	Sciacchi	0.18	0.11	0.11	0.37	0.22
164256	74marco74	0.02	0.11	0.63	0.13	0.08
2573756	MINGO1	0.33	0	0.33	0.16	0.16
9749034	blackbear	0.1	0.18	0.17	0.42	0.11
9038001	GabsTheFabs	0.05	0.08	0.39	0.41	0.03
9195756	S_K	0.1	0.13	0.36	0.32	0.08
8366182	Lettore_8366182	0.07	0.55	0.07	0.25	0.03
2761009	PureSteel	0.17	0.05	0.25	0.47	0.05
10214320	se.gi.bi	0.1	0.04	0.42	0.39	0.03
8999693	Lettore_2770486	0.01	0.08	0.3	0.52	0.06
9239767	Giorgio947	0.1	0.2	0.19	0.28	0.21
9065577	edwin	0.14	0.18	0.11	0.29	0.25
1901644	Brembi75	0.13	0.25	0.31	0.09	0.2
9422936	ugougo	0.17	0.3	0.3	0.07	0.12
8861893	Kat.Chat	0.05	0.13	0.47	0.18	0.15
8695356	indignatodentro	0.14	0.21	0.5	0.07	0.07
8325110	Mirox62	0.25	0.14	0.22	0.31	0.05
1329562	rollerman	0.04	0.08	0.41	0.42	0.04
9012321	Lettore_9012321	0.08	0.11	0.31	0.11	0.37
2707767	silvestro1000	0.11	0	0.54	0.28	0.05
9077751	Mickey	0.23	0.19	0.11	0.26	0.17
1787454	28729015	0.15	0.05	0.41	0.26	0.11
2854704	abortoviolenzasulledonne	0.12	0.07	0.43	0.32	0.04
9295135	Raoinho80	0.2	0.08	0.24	0.33	0.13
8286688	rebyjaco	0.41	0.19	0.22	0.01	0.16
837483	caimano65	0.23	0.04	0.47	0.18	0.06
5162506	Angela1979	0.05	0.13	0.43	0.17	0.2
9810653	Alpino67	0.12	0.04	0.16	0.58	0.07
9311978	NonnoPino	0.19	0.17	0.41	0.09	0.12
9059802	Lettore_9059802	0.51	0.06	0.14	0.25	0.03
9007757	Caprice	0.07	0.03	0.63	0.17	0.08
2398826	Lettore_2398826	0.19	0	0.57	0.19	0.04
9079403	Lettore_9079403	0.02	0.02	0.14	0.6	0.19
2162354	Lettore_2162354	0.15	0.03	0.55	0.23	0.03
2954018	Lettore_2954018	0.09	0	0.86	0	0.04
2331298	Giuann74	0.16	0.11	0.45	0.19	0.08
8799266	Lettore_8799266	0.03	0.07	0.54	0.24	0.1
5430030	chepal62	0.02	0.18	0.56	0.15	0.07
3494914	dbx	0.26	0.19	0.17	0.16	0.2
5732500	Rob64M	0.01	0.04	0.87	0.03	0.02
2863663	Lettore_2863663	0.28	0.25	0.25	0.17	0.03
9650247	Lettore_9650247	0.33	0	0.33	0	0.33
3257919	lamiavalle	0.09	0.16	0.3	0.27	0.14
9072131	Verci	0.22	0.22	0.5	0	0.05
1285742	vicere_a	0.08	0.16	0.28	0.32	0.14
9052575	unlettore	0.12	0.14	0.33	0.33	0.06
8451246	Lettore_8451246	0.09	0.45	0.09	0.27	0.09
2746723	MAX1985GM	0.05	0.04	0.47	0.38	0.03
1475050	chicamala	0.15	0.19	0.22	0.16	0.25
9697744	Lettore_9697744	0.14	0.35	0.14	0.21	0.14
10549679	Aemilus	0.11	0.44	0.11	0.22	0.11
9057315	prince56	0.2	0	0.6	0	0.2
9061511	celestin	0.35	0.21	0.14	0.21	0.07
3196380	fabryKat	0.17	0.11	0.29	0.29	0.11
3343009	pesce43	0.28	0	0.47	0.19	0.04
5721197	castrum	0.03	0.02	0.56	0.29	0.06
169934	Giulio11	0.01	0.02	0.72	0.17	0.05
3534338	Voxveritas	0.18	0.07	0.48	0.18	0.07
2895096	Patroclooo	0.06	0.04	0.62	0.2	0.06
6025722	nic418	0.14	0.08	0.24	0.47	0.05
3208020	diabetix	0.02	0.04	0.72	0.13	0.06
9617673	Lettore_9617673	0.06	0.02	0.67	0.19	0.03
5711828	Vecchiodrake	0.17	0.14	0.2	0.28	0.19
367372	Palermox	0.1	0.57	0.03	0.24	0.04
2297732	lacustremigrato	0.16	0	0.5	0.16	0.16
5846664	Lettore_5846664	0.02	0.01	0.37	0.56	0.02
8654793	Lettore_8654793	0.17	0.12	0.44	0.1	0.14
2406153	arraial	0.1	0.2	0.3	0.1	0.3
9005769	DoctorMR	0.16	0.18	0.46	0.17	0.01
1996174	Lettore_1996174	0.27	0.11	0.4	0.12	0.08
8800950	stefanomarconci	0.16	0	0.5	0.16	0.16
1351343	MrTuzzo77	0.09	0.15	0.54	0.16	0.02
2761843	encomiodeltiranno	0.53	0.07	0.07	0.23	0.07
2976958	Bison	0.16	0.16	0.33	0.16	0.16
2792698	giokappa	0.08	0.08	0.22	0.52	0.08
3530840	dodi56	0.01	0.01	0.78	0.08	0.1
2806022	RicRicRic64	0.19	0.15	0.23	0.17	0.23
8809423	Bob948	0.13	0.15	0.3	0.38	0.02
5335169	marcosi	0.21	0.21	0.28	0.07	0.21
5685817	gattonero199	0.1	0.28	0.32	0.17	0.1
2928064	lucianomi	0.02	0.04	0.75	0.06	0.12
10085214	Lettore_10085214	0.06	0.59	0.17	0.1	0.06
1830700	Lettore_1830700	0.1	0.1	0.46	0.21	0.1
1839383	MarcoAct	0.25	0.25	0.25	0	0.25
9030485	smemorandum	0.61	0.06	0.05	0.24	0.03
2764232	Lorycat	0.03	0.01	0.59	0.34	0.01
5998048	max1940	0.19	0.03	0.48	0.25	0.03
2902735	Lettore_2902735	0.17	0.08	0.33	0.22	0.17
2604230	LUISITO69	0.17	0.35	0.23	0.17	0.05
3571027	Lettore_3571027	0.12	0.06	0.32	0.42	0.08
3357103	valmont	0.11	0.11	0.22	0.44	0.11
1835524	andy48	0.03	0.02	0.62	0.29	0.02
194497	Lettore_194497	0.2	0	0.48	0.28	0.02
3544130	Theater701	0.21	0.13	0.3	0.2	0.13
2843537	Marchesedelgrullo	0.12	0.06	0.37	0.29	0.14
2786097	BigJoe	0.05	0.07	0.44	0.08	0.34
2938971	gius50	0.48	0.06	0.18	0.21	0.05
2366902	moromike	0.19	0.14	0.33	0.23	0.09
9381472	bataguassu	0.12	0.03	0.08	0.72	0.02
9921445	Logol	0.11	0	0.5	0.13	0.25
10030890	NEUMANN	0.07	0.08	0.53	0.13	0.16
296493	Lettore_296493	0.06	0.48	0.18	0.18	0.06
2693529	faustoegino	0.2	0.2	0.2	0	0.4
2830592	Lettore_2830592	0.04	0.33	0.23	0.28	0.09
5400076	Mattenn	0.08	0.06	0.56	0.25	0.04
9402086	Lettore_9402086	0.09	0.02	0.58	0.24	0.04
2791180	Sicily	0.08	0.1	0.46	0.28	0.05
9350307	Lettore_9350307	0.04	0.08	0.36	0.43	0.07
2483385	Nove	0.04	0.11	0.53	0.17	0.13
9041758	Paninoz	0.13	0.13	0.53	0	0.2
10000611	goodneighbours	0.25	0.04	0.29	0.38	0.02
9361726	padaniaisnotitaly	0.18	0.02	0.4	0.35	0.02
8885955	advena	0.23	0.15	0.17	0.27	0.16
8307639	nillson6	0.2	0.14	0.3	0.32	0.04
9089745	Lettore_9089745	0.1	0.1	0.1	0.6	0.1
1267438	Lettore_1267438	0.21	0.32	0.08	0.26	0.1
9192764	Lettore_9192764	0.13	0.15	0.41	0.26	0.02
8104971	Lettore_8104971	0.12	0.12	0.25	0.37	0.12
9771179	maab	0.11	0.08	0.08	0.52	0.19
7829599	Lettore_7829599	0.24	0.02	0.45	0.24	0.02
9729805	Lettore_9729805	0.36	0	0.27	0.18	0.18
2054057	Lettore_attentissimo	0.15	0.11	0.13	0.57	0.01
2119955	soichan	0.01	0.03	0.77	0.05	0.11
3612653	Elyseba	0.06	0.16	0.47	0.25	0.03
3011238	Lettore_3011238	0.15	0.06	0.46	0.25	0.06
1791220	bettytudor	0.04	0.18	0.5	0.22	0.04
8819647	00456789	0.04	0.04	0.55	0.2	0.15
9911589	Lettore_9911589	0.12	0.12	0.18	0.5	0.06
5160136	uforobot	0.19	0.14	0.41	0.14	0.1
2983315	Lettore_2983315	0.15	0.27	0.05	0.42	0.1
9030201	Lettore_9030201	0.09	0.05	0.61	0.15	0.08
2486829	DamnedItaly	0.07	0.02	0.62	0.25	0.01
3000584	Lettore_3000584	0.05	0.07	0.46	0.33	0.06
2896549	cawdor	0.23	0.09	0.13	0.26	0.27
